+-------------------------------+-------------+------+-----------+
| palavra                       | nome        | flag | descricao |
| CHEIRO                        | SUBSTANTIVO | NOUN |           |
| CHEIRO                        | SUBSTANTIVO | NOUN |           |
| CHEQUE                        | SUBSTANTIVO | NOUN |           |
| CHICLETE                      | SUBSTANTIVO | NOUN |           |
| CHICLETE                      | SUBSTANTIVO | NOUN |           |
| CHICOTE                       | SUBSTANTIVO | NOUN |           |
| CHIFRE                        | SUBSTANTIVO | NOUN |           |
| CHILE                         | SUBSTANTIVO | NOUN |           |
| CHINA                         | SUBSTANTIVO | NOUN |           |
| CHINELO                       | SUBSTANTIVO | NOUN |           |
| CHINELO                       | SUBSTANTIVO | NOUN |           |
| CHOCALHO                      | SUBSTANTIVO | NOUN |           |
| CHOCOLATE                     | SUBSTANTIVO | NOUN |           |
| CHOFER                        | SUBSTANTIVO | NOUN |           |
| CHOPP                         | SUBSTANTIVO | NOUN |           |
| CHOQUE                        | SUBSTANTIVO | NOUN |           |
| CHOQUE                        | SUBSTANTIVO | NOUN |           |
| CHORO                         | SUBSTANTIVO | NOUN |           |
| CHUPETA                       | SUBSTANTIVO | NOUN |           |
| CHURRASCARIA                  | SUBSTANTIVO | NOUN |           |
| CHURRASCO                     | SUBSTANTIVO | NOUN |           |
| CHURRASQUEIRA                 | SUBSTANTIVO | NOUN |           |
| CHURRASQUINHO                 | SUBSTANTIVO | NOUN |           |
| CHUVA                         | SUBSTANTIVO | NOUN |           |
| CHUVEIRO                      | SUBSTANTIVO | NOUN |           |
| CICLISMO                      | SUBSTANTIVO | NOUN |           |
| CIDADE                        | SUBSTANTIVO | NOUN |           |
| CIÊNCIA                       | SUBSTANTIVO | NOUN |           |
| CIGARRO                       | SUBSTANTIVO | NOUN |           |
| CILINDRO                      | SUBSTANTIVO | NOUN |           |
| CÍLIOS                        | SUBSTANTIVO | NOUN |           |
| CIMENTO                       | SUBSTANTIVO | NOUN |           |
| CINEMA                        | SUBSTANTIVO | NOUN |           |
| CINTO                         | SUBSTANTIVO | NOUN |           |
| CINTO                         | SUBSTANTIVO | NOUN |           |
| CINTURA                       | SUBSTANTIVO | NOUN |           |
| CINZA                         | SUBSTANTIVO | NOUN |           |
| CINZEIRO                      | SUBSTANTIVO | NOUN |           |
| CIRCO                         | SUBSTANTIVO | NOUN |           |
| CÍRCULO                       | SUBSTANTIVO | NOUN |           |
| CIRCUNCISÃO                   | SUBSTANTIVO | NOUN |           |
| CIRURGIA                      | SUBSTANTIVO | NOUN |           |
| CIRURGIA PLÁSTICA             | SUBSTANTIVO | NOUN |           |
| CIÚME                         | SUBSTANTIVO | NOUN |           |
| CLASSE                        | SUBSTANTIVO | NOUN |           |
| CLIPS                         | SUBSTANTIVO | NOUN |           |
| CLORO                         | SUBSTANTIVO | NOUN |           |
| CLUBE                         | SUBSTANTIVO | NOUN |           |
| COBERTA                       | SUBSTANTIVO | NOUN |           |
| COBERTOR                      | SUBSTANTIVO | NOUN |           |
| COBRA                         | SUBSTANTIVO | NOUN |           |
| COBRADOR                      | SUBSTANTIVO | NOUN |           |
| COCAÍNA1                      | SUBSTANTIVO | NOUN |           |
| COCAÍNA2                      | SUBSTANTIVO | NOUN |           |
| COCAR                         | SUBSTANTIVO | NOUN |           |
| CÓCEGAS                       | SUBSTANTIVO | NOUN |           |
| COCEIRA                       | SUBSTANTIVO | NOUN |           |
| CÔCO                          | SUBSTANTIVO | NOUN |           |
| COELHO                        | SUBSTANTIVO | NOUN |           |
| COFRE                         | SUBSTANTIVO | NOUN |           |
| COGUMELO                      | SUBSTANTIVO | NOUN |           |
| COICE                         | SUBSTANTIVO | NOUN |           |
| COINCIDÊNCIA1                 | SUBSTANTIVO | NOUN |           |
| COINCIDÊNCIA2                 | SUBSTANTIVO | NOUN |           |
| COISA                         | SUBSTANTIVO | NOUN |           |
| COITO                         | SUBSTANTIVO | NOUN |           |
| COLA                          | SUBSTANTIVO | NOUN |           |
| COLA                          | SUBSTANTIVO | NOUN |           |
| COLAR                         | SUBSTANTIVO | NOUN |           |
| COLARINHO                     | SUBSTANTIVO | NOUN |           |
| COLCHÃO1                      | SUBSTANTIVO | NOUN |           |
| COLCHÃO2                      | SUBSTANTIVO | NOUN |           |
| COLEGA                        | SUBSTANTIVO | NOUN |           |
| COLÉGIO                       | SUBSTANTIVO | NOUN |           |
| COLHER                        | SUBSTANTIVO | NOUN |           |
| COLHER                        | SUBSTANTIVO | NOUN |           |
| COLINA                        | SUBSTANTIVO | NOUN |           |
| COLÍRIO                       | SUBSTANTIVO | NOUN |           |
| COLÔMBIA                      | SUBSTANTIVO | NOUN |           |
| COLUNA                        | SUBSTANTIVO | NOUN |           |
| COM LICENÇA                   | SUBSTANTIVO | NOUN |           |
| COMA                          | SUBSTANTIVO | NOUN |           |
| COMBUSTÍVEL                   | SUBSTANTIVO | NOUN |           |
| COMÉDIA                       | SUBSTANTIVO | NOUN |           |
| COMEMORAÇÃO                   | SUBSTANTIVO | NOUN |           |
| COMENTARISTA                  | SUBSTANTIVO | NOUN |           |
| COMERCIAL                     | SUBSTANTIVO | NOUN |           |
| COMÉRCIO                      | SUBSTANTIVO | NOUN |           |
| COMETA                        | SUBSTANTIVO | NOUN |           |
| COMETA                        | SUBSTANTIVO | NOUN |           |
| COMIDA                        | SUBSTANTIVO | NOUN |           |
| COMISSÃO                      | SUBSTANTIVO | NOUN |           |
| CÔMODA                        | SUBSTANTIVO | NOUN |           |
| COMODISMO                     | SUBSTANTIVO | NOUN |           |
| COMPAIXÃO                     | SUBSTANTIVO | NOUN |           |
| COMPANHEIRO                   | SUBSTANTIVO | NOUN |           |
| COMPANHIA                     | SUBSTANTIVO | NOUN |           |
| COMPANHIA                     | SUBSTANTIVO | NOUN |           |
| COMPASSO                      | SUBSTANTIVO | NOUN |           |
| COMPENSAÇÃO                   | SUBSTANTIVO | NOUN |           |
| COMPETIÇÃO                    | SUBSTANTIVO | NOUN |           |
| COMPRIMIDO                    | SUBSTANTIVO | NOUN |           |
| COMPROMISSO                   | SUBSTANTIVO | NOUN |           |
| COMPUTADOR                    | SUBSTANTIVO | NOUN |           |
| COMUNHÃO                      | SUBSTANTIVO | NOUN |           |
| COMUNICAÇÃO                   | SUBSTANTIVO | NOUN |           |
| COMUNIDADE                    | SUBSTANTIVO | NOUN |           |
| CONCHA                        | SUBSTANTIVO | NOUN |           |
| CONCORRÊNCIA                  | SUBSTANTIVO | NOUN |           |
| CONCURSO                      | SUBSTANTIVO | NOUN |           |
| CONCURSO                      | SUBSTANTIVO | NOUN |           |
| CONDICIONADOR                 | SUBSTANTIVO | NOUN |           |
| CONDOMÍNIO                    | SUBSTANTIVO | NOUN |           |
| CONDUTA                       | SUBSTANTIVO | NOUN |           |
| CONFETE                       | SUBSTANTIVO | NOUN |           |
| CONFIANÇA                     | SUBSTANTIVO | NOUN |           |
| CONFISSÃO                     | SUBSTANTIVO | NOUN |           |
| CONFLITO                      | SUBSTANTIVO | NOUN |           |
| CONFUSÃO1                     | SUBSTANTIVO | NOUN |           |
| CONFUSÃO2                     | SUBSTANTIVO | NOUN |           |
| CONGESTIONAMENTO              | SUBSTANTIVO | NOUN |           |
| CONGREGAÇÃO                   | SUBSTANTIVO | NOUN |           |
| CONGRESSO                     | SUBSTANTIVO | NOUN |           |
| CONHECIMENTO                  | SUBSTANTIVO | NOUN |           |
| CÔNJUGE                       | SUBSTANTIVO | NOUN |           |
| CONSCIÊNCIA                   | SUBSTANTIVO | NOUN |           |
| CONSELHO                      | SUBSTANTIVO | NOUN |           |
| CONSTITUIÇÃO                  | SUBSTANTIVO | NOUN |           |
| CONSTRUÇÃO                    | SUBSTANTIVO | NOUN |           |
| CONTA                         | SUBSTANTIVO | NOUN |           |
| CONTA CORRENTE                | SUBSTANTIVO | NOUN |           |
| CONTA-GOTAS                   | SUBSTANTIVO | NOUN |           |
| CONTABILIDADE                 | SUBSTANTIVO | NOUN |           |
| CONTADOR                      | SUBSTANTIVO | NOUN |           |
| CONTADOR                      | SUBSTANTIVO | NOUN |           |
| CONTATO                       | SUBSTANTIVO | NOUN |           |
| CONTEXTO                      | SUBSTANTIVO | NOUN |           |
| CONTINÊNCIA1                  | SUBSTANTIVO | NOUN |           |
| CONTINÊNCIA2                  | SUBSTANTIVO | NOUN |           |
| CONTO                         | SUBSTANTIVO | NOUN |           |
| CONTRA-CHEQUE                 | SUBSTANTIVO | NOUN |           |
| CONTRABANDO                   | SUBSTANTIVO | NOUN |           |
| CONTRATO                      | SUBSTANTIVO | NOUN |           |
| CONTRIBUIÇÃO                  | SUBSTANTIVO | NOUN |           |
| CONTROLE REMOTO               | SUBSTANTIVO | NOUN |           |
| CONVÊNIO                      | SUBSTANTIVO | NOUN |           |
| CONVERSAÇÃO                   | SUBSTANTIVO | NOUN |           |
| CONVERSÃO                     | SUBSTANTIVO | NOUN |           |
| CONVITE                       | SUBSTANTIVO | NOUN |           |
| COORDENADOR                   | SUBSTANTIVO | NOUN |           |
| COPO                          | SUBSTANTIVO | NOUN |           |
| COQUETEL                      | SUBSTANTIVO | NOUN |           |
| COR                           | SUBSTANTIVO | NOUN |           |
| CORAÇÃO                       | SUBSTANTIVO | NOUN |           |
| CORAGEM                       | SUBSTANTIVO | NOUN |           |
| CORAL                         | SUBSTANTIVO | NOUN |           |
| CORCOVADO                     | SUBSTANTIVO | NOUN |           |
| CORDA                         | SUBSTANTIVO | NOUN |           |
| CORDEIRO                      | SUBSTANTIVO | NOUN |           |
| CORÉIA                        | SUBSTANTIVO | NOUN |           |
| CORNETA                       | SUBSTANTIVO | NOUN |           |
| COROA                         | SUBSTANTIVO | NOUN |           |
| CORONEL                       | SUBSTANTIVO | NOUN |           |
| CORPO                         | SUBSTANTIVO | NOUN |           |
| CORREDOR                      | SUBSTANTIVO | NOUN |           |
| CORREIO                       | SUBSTANTIVO | NOUN |           |
| CORRENTE                      | SUBSTANTIVO | NOUN |           |
| CORRERIA                      | SUBSTANTIVO | NOUN |           |
| CORRETOR                      | SUBSTANTIVO | NOUN |           |
| CORRIDA                       | SUBSTANTIVO | NOUN |           |
| CORTINA                       | SUBSTANTIVO | NOUN |           |
| CORUJA                        | SUBSTANTIVO | NOUN |           |
| COSMÉTICOS                    | SUBSTANTIVO | NOUN |           |
| COSTA                         | SUBSTANTIVO | NOUN |           |
| COSTA                         | SUBSTANTIVO | NOUN |           |
| COSTELA                       | SUBSTANTIVO | NOUN |           |
| COSTELETA                     | SUBSTANTIVO | NOUN |           |
| COSTUME                       | SUBSTANTIVO | NOUN |           |
| COSTUREIRA                    | SUBSTANTIVO | NOUN |           |
| COTONETE                      | SUBSTANTIVO | NOUN |           |
| COTOVELADA                    | SUBSTANTIVO | NOUN |           |
| COTOVELO                      | SUBSTANTIVO | NOUN |           |
| COTOVELO                      | SUBSTANTIVO | NOUN |           |
| COURO                         | SUBSTANTIVO | NOUN |           |
| COXA                          | SUBSTANTIVO | NOUN |           |
| COXINHA DE GALINHA            | SUBSTANTIVO | NOUN |           |
| COZIDO                        | SUBSTANTIVO | NOUN |           |
| COZINHA                       | SUBSTANTIVO | NOUN |           |
| COZINHEIRA                    | SUBSTANTIVO | NOUN |           |
| CRACHÁ                        | SUBSTANTIVO | NOUN |           |
| CRÂNIO                        | SUBSTANTIVO | NOUN |           |
| CRECHE                        | SUBSTANTIVO | NOUN |           |
| CREME                         | SUBSTANTIVO | NOUN |           |
| CREME DENTAL                  | SUBSTANTIVO | NOUN |           |
| CRENÇA                        | SUBSTANTIVO | NOUN |           |
| CREPÚSCULO                    | SUBSTANTIVO | NOUN |           |
| CRIME                         | SUBSTANTIVO | NOUN |           |
| CROÁCIA                       | SUBSTANTIVO | NOUN |           |
| CRUCIFICAÇÃO                  | SUBSTANTIVO | NOUN |           |
| CRUZ                          | SUBSTANTIVO | NOUN |           |
| CUBA                          | SUBSTANTIVO | NOUN |           |
| CUBA                          | SUBSTANTIVO | NOUN |           |
| CUBO                          | SUBSTANTIVO | NOUN |           |
| CUECA                         | SUBSTANTIVO | NOUN |           |
| CUIDADO                       | SUBSTANTIVO | NOUN |           |
| CULTO                         | SUBSTANTIVO | NOUN |           |
| CULTURA                       | SUBSTANTIVO | NOUN |           |
| CULTURA                       | SUBSTANTIVO | NOUN |           |
| CUNHADO                       | SUBSTANTIVO | NOUN |           |
| CUPIDO                        | SUBSTANTIVO | NOUN |           |
| CUPUAÇU                       | SUBSTANTIVO | NOUN |           |
| CURA                          | SUBSTANTIVO | NOUN |           |
| CURIOSIDADE                   | SUBSTANTIVO | NOUN |           |
| CURITIBA                      | SUBSTANTIVO | NOUN |           |
| CURRÍCULO VITAE               | SUBSTANTIVO | NOUN |           |
| CURSO                         | SUBSTANTIVO | NOUN |           |
| CURTO-CIRCUITO                | SUBSTANTIVO | NOUN |           |
| CURVA                         | SUBSTANTIVO | NOUN |           |
| D                             | SUBSTANTIVO | NOUN |           |
| DADO                          | SUBSTANTIVO | NOUN |           |
| DAMA                          | SUBSTANTIVO | NOUN |           |
| DAMAS                         | SUBSTANTIVO | NOUN |           |
| DANÇA                         | SUBSTANTIVO | NOUN |           |
| DANÇARINA                     | SUBSTANTIVO | NOUN |           |
| DANO                          | SUBSTANTIVO | NOUN |           |
| DARDO                         | SUBSTANTIVO | NOUN |           |
| DATA                          | SUBSTANTIVO | NOUN |           |
| DATILOGRAFIA                  | SUBSTANTIVO | NOUN |           |
| DATILOLOGIA                   | SUBSTANTIVO | NOUN |           |
| DEBATE                        | SUBSTANTIVO | NOUN |           |
| DÉBITO                        | SUBSTANTIVO | NOUN |           |
| DECÁLOGO                      | SUBSTANTIVO | NOUN |           |
| DECISÃO                       | SUBSTANTIVO | NOUN |           |
| DECLARAÇÃO1                   | SUBSTANTIVO | NOUN |           |
| DECLARAÇAO2                   | SUBSTANTIVO | NOUN |           |
| DECLINAÇÃO                    | SUBSTANTIVO | NOUN |           |
| DECRETO                       | SUBSTANTIVO | NOUN |           |
| DECURSO                       | SUBSTANTIVO | NOUN |           |
| DEDAL                         | SUBSTANTIVO | NOUN |           |
| DEDETIZAÇÃO                   | SUBSTANTIVO | NOUN |           |
| DEDO                          | SUBSTANTIVO | NOUN |           |
| DEFEITO                       | SUBSTANTIVO | NOUN |           |
| DEFESA                        | SUBSTANTIVO | NOUN |           |
| DEGRAU                        | SUBSTANTIVO | NOUN |           |
| DELEGACIA DE POLÍCIA          | SUBSTANTIVO | NOUN |           |
| DELEGADO                      | SUBSTANTIVO | NOUN |           |
| DELÍCIA                       | SUBSTANTIVO | NOUN |           |
| DELINEADOR                    | SUBSTANTIVO | NOUN |           |
| DELÍRIO                       | SUBSTANTIVO | NOUN |           |
| DEMOCRACIA                    | SUBSTANTIVO | NOUN |           |
| DEMÔNIO                       | SUBSTANTIVO | NOUN |           |
| DENGUE                        | SUBSTANTIVO | NOUN |           |
| DENTADA                       | SUBSTANTIVO | NOUN |           |
| DENTADURA                     | SUBSTANTIVO | NOUN |           |
| DENTE                         | SUBSTANTIVO | NOUN |           |
| DENTIÇAO                      | SUBSTANTIVO | NOUN |           |
| DENTISTA                      | SUBSTANTIVO | NOUN |           |
| DEPILAÇAO                     | SUBSTANTIVO | NOUN |           |
| DEPOIMENTO                    | SUBSTANTIVO | NOUN |           |
| DEPRESSÃO                     | SUBSTANTIVO | NOUN |           |
| DEPUTADO                      | SUBSTANTIVO | NOUN |           |
| DERRAME                       | SUBSTANTIVO | NOUN |           |
| DESCARGA                      | SUBSTANTIVO | NOUN |           |
| DESEMPENHO                    | SUBSTANTIVO | NOUN |           |
| DESEMPREGO                    | SUBSTANTIVO | NOUN |           |
| DESENHISTA                    | SUBSTANTIVO | NOUN |           |
| DESENHO                       | SUBSTANTIVO | NOUN |           |
| DESENTUPIDOR                  | SUBSTANTIVO | NOUN |           |
| DESFILE                       | SUBSTANTIVO | NOUN |           |
| DESGOSTO                      | SUBSTANTIVO | NOUN |           |
| DESODORANTE                   | SUBSTANTIVO | NOUN |           |
| DESORDEM                      | SUBSTANTIVO | NOUN |           |
| DESPEJO                       | SUBSTANTIVO | NOUN |           |
| DESPERTADOR                   | SUBSTANTIVO | NOUN |           |
| DESPIDO                       | SUBSTANTIVO | NOUN |           |
| DESPORTO                      | SUBSTANTIVO | NOUN |           |
| DESTINO                       | SUBSTANTIVO | NOUN |           |
| DETALHE                       | SUBSTANTIVO | NOUN |           |
| DETERGENTE                    | SUBSTANTIVO | NOUN |           |
| DETETIVE                      | SUBSTANTIVO | NOUN |           |
| DEUS                          | SUBSTANTIVO | NOUN |           |
| DEZEMBRO                      | SUBSTANTIVO | NOUN |           |
| DIA 1                         | SUBSTANTIVO | NOUN |           |
| DIA 2                         | SUBSTANTIVO | NOUN |           |
| DIA 3                         | SUBSTANTIVO | NOUN |           |
| DIA 4                         | SUBSTANTIVO | NOUN |           |
| DIA DA SEMANA                 | SUBSTANTIVO | NOUN |           |
| DIABETE                       | SUBSTANTIVO | NOUN |           |
| DIABO                         | SUBSTANTIVO | NOUN |           |
| DIÁLOGO                       | SUBSTANTIVO | NOUN |           |
| DIAMANTE                      | SUBSTANTIVO | NOUN |           |
| DIÁRIA                        | SUBSTANTIVO | NOUN |           |
| DIARRÉIA                      | SUBSTANTIVO | NOUN |           |
| DICIONÁRIO                    | SUBSTANTIVO | NOUN |           |
| DIDÁTICA                      | SUBSTANTIVO | NOUN |           |
| DIETA                         | SUBSTANTIVO | NOUN |           |
| DIFERENÇA                     | SUBSTANTIVO | NOUN |           |
| DIFICULDADE                   | SUBSTANTIVO | NOUN |           |
| DIGITADOR                     | SUBSTANTIVO | NOUN |           |
| DILÚVIO                       | SUBSTANTIVO | NOUN |           |
| DINAMARCA                     | SUBSTANTIVO | NOUN |           |
| DINHEIRO                      | SUBSTANTIVO | NOUN |           |
| DINOSSAURO                    | SUBSTANTIVO | NOUN |           |
| DIPLOMA                       | SUBSTANTIVO | NOUN |           |
| DIREITO                       | SUBSTANTIVO | NOUN |           |
| DIRETOR                       | SUBSTANTIVO | NOUN |           |
| DIRETORIA                     | SUBSTANTIVO | NOUN |           |
| DIRETORIA                     | SUBSTANTIVO | NOUN |           |
| DISCIPLINA                    | SUBSTANTIVO | NOUN |           |
| DISCIPLINA                    | SUBSTANTIVO | NOUN |           |
| DISCO                         | SUBSTANTIVO | NOUN |           |
| DISCOTECA                     | SUBSTANTIVO | NOUN |           |
| DISCRIMINAÇÃO                 | SUBSTANTIVO | NOUN |           |
| DISCURSO                      | SUBSTANTIVO | NOUN |           |
| DISPOSITIVO INTRA-UTERINO DIU | SUBSTANTIVO | NOUN |           |
| DISQUETE                      | SUBSTANTIVO | NOUN |           |
| DISTÂNCIA                     | SUBSTANTIVO | NOUN |           |
| DISTENSÃO                     | SUBSTANTIVO | NOUN |           |
| DITADURA                      | SUBSTANTIVO | NOUN |           |
| DÍVIDA                        | SUBSTANTIVO | NOUN |           |
| DIVÓRCIO                      | SUBSTANTIVO | NOUN |           |
| DÍZIMO                        | SUBSTANTIVO | NOUN |           |
| DOAÇÃO                        | SUBSTANTIVO | NOUN |           |
| DOBRO                         | SUBSTANTIVO | NOUN |           |
| DOCUMENTO                     | SUBSTANTIVO | NOUN |           |
| DOENÇA                        | SUBSTANTIVO | NOUN |           |
| DÓLAR                         | SUBSTANTIVO | NOUN |           |
| DOMICÍLIO                     | SUBSTANTIVO | NOUN |           |
| DOMINGO                       | SUBSTANTIVO | NOUN |           |
| DOMINÓ                        | SUBSTANTIVO | NOUN |           |
| DONO                          | SUBSTANTIVO | NOUN |           |
| DOR                           | SUBSTANTIVO | NOUN |           |
| DOUTOR                        | SUBSTANTIVO | NOUN |           |
| DRAGÃO                        | SUBSTANTIVO | NOUN |           |
| DRAMATIZAÇÃO                  | SUBSTANTIVO | NOUN |           |
| DRIBLE                        | SUBSTANTIVO | NOUN |           |
| DROGA                         | SUBSTANTIVO | NOUN |           |
| DUCHA                         | SUBSTANTIVO | NOUN |           |
| DUELO                         | SUBSTANTIVO | NOUN |           |
| DUENDE                        | SUBSTANTIVO | NOUN |           |
| DUNA                          | SUBSTANTIVO | NOUN |           |
| DURAÇÃO                       | SUBSTANTIVO | NOUN |           |
| DUREX                         | SUBSTANTIVO | NOUN |           |
| DÚVIDA                        | SUBSTANTIVO | NOUN |           |
| DVD                           | SUBSTANTIVO | NOUN |           |
| E                             | SUBSTANTIVO | NOUN |           |
| EBULIÇÃO                      | SUBSTANTIVO | NOUN |           |
| ECLIPSE                       | SUBSTANTIVO | NOUN |           |
| ECONOMIA                      | SUBSTANTIVO | NOUN |           |
| EDIFÍCIO                      | SUBSTANTIVO | NOUN |           |
| EDUCAÇÃO FÍSICA               | SUBSTANTIVO | NOUN |           |
| EDUCAÇÃO1                     | SUBSTANTIVO | NOUN |           |
| EDUCAÇÃO2                     | SUBSTANTIVO | NOUN |           |
| EGITO                         | SUBSTANTIVO | NOUN |           |
| EJACULAÇÃO                    | SUBSTANTIVO | NOUN |           |
| ELÁSTICO                      | SUBSTANTIVO | NOUN |           |
| ELEFANTE                      | SUBSTANTIVO | NOUN |           |
| ELEIÇÃO                       | SUBSTANTIVO | NOUN |           |
| ELETRICIDADE                  | SUBSTANTIVO | NOUN |           |
| ELETRICISTA                   | SUBSTANTIVO | NOUN |           |
| ELETRODOMÉSTICOS              | SUBSTANTIVO | NOUN |           |
| ELEVADOR                      | SUBSTANTIVO | NOUN |           |
| EMA                           | SUBSTANTIVO | NOUN |           |
| EMAGRECIMENTO                 | SUBSTANTIVO | NOUN |           |
| EMBAIXADA                     | SUBSTANTIVO | NOUN |           |
| EMBAIXADA                     | SUBSTANTIVO | NOUN |           |
| EMBARCAÇÃO                    | SUBSTANTIVO | NOUN |           |
| EMBLEMA                       | SUBSTANTIVO | NOUN |           |
| EMOÇÃO                        | SUBSTANTIVO | NOUN |           |
| EMPADA                        | SUBSTANTIVO | NOUN |           |
| EMPREGADA DOMESTICA           | SUBSTANTIVO | NOUN |           |
| EMPREGO                       | SUBSTANTIVO | NOUN |           |
| EMPRESÁRIO                    | SUBSTANTIVO | NOUN |           |
| EMPRÉSTIMO                    | SUBSTANTIVO | NOUN |           |
| ENCADERNAÇÃO                  | SUBSTANTIVO | NOUN |           |
| ENCERADEIRA                   | SUBSTANTIVO | NOUN |           |
| ENCHENTE                      | SUBSTANTIVO | NOUN |           |
| ENCORAJAMENTO                 | SUBSTANTIVO | NOUN |           |
| ENCRENCA                      | SUBSTANTIVO | NOUN |           |
| ENDEREÇO                      | SUBSTANTIVO | NOUN |           |
| ENFERMEIRO                    | SUBSTANTIVO | NOUN |           |
| ENFERMIDADE                   | SUBSTANTIVO | NOUN |           |
| ENGENHARIA                    | SUBSTANTIVO | NOUN |           |
| ENGENHEIRO                    | SUBSTANTIVO | NOUN |           |
| ENJÔO                         | SUBSTANTIVO | NOUN |           |
| ENTERRO                       | SUBSTANTIVO | NOUN |           |
| ENTRADA                       | SUBSTANTIVO | NOUN |           |
| ENVELOPE                      | SUBSTANTIVO | NOUN |           |
| ENXADA                        | SUBSTANTIVO | NOUN |           |
| ENXAQUECA                     | SUBSTANTIVO | NOUN |           |
| EPIDEMIA                      | SUBSTANTIVO | NOUN |           |
| ÉPOCA                         | SUBSTANTIVO | NOUN |           |
| EQUIPE                        | SUBSTANTIVO | NOUN |           |
| EQUITAÇÃO                     | SUBSTANTIVO | NOUN |           |
| EREÇÃO                        | SUBSTANTIVO | NOUN |           |
| ERVILHA                       | SUBSTANTIVO | NOUN |           |
| ESCADA                        | SUBSTANTIVO | NOUN |           |
| ESCADA DE CARACOL             | SUBSTANTIVO | NOUN |           |
| ESCADA ROLANTE                | SUBSTANTIVO | NOUN |           |
| ESCÓCIA                       | SUBSTANTIVO | NOUN |           |
| ESCOLA                        | SUBSTANTIVO | NOUN |           |
| ESCONDE-ESCONDE               | SUBSTANTIVO | NOUN |           |
| ESCOPETA                      | SUBSTANTIVO | NOUN |           |
| ESCORPIÃO                     | SUBSTANTIVO | NOUN |           |
| ESCORREGADOR                  | SUBSTANTIVO | NOUN |           |
| ESCOTEIRO                     | SUBSTANTIVO | NOUN |           |
| ESCOVA                        | SUBSTANTIVO | NOUN |           |
| ESCRITOR                      | SUBSTANTIVO | NOUN |           |
| ESCRITÓRIO                    | SUBSTANTIVO | NOUN |           |
| ESCUDO                        | SUBSTANTIVO | NOUN |           |
| ESCULTURA                     | SUBSTANTIVO | NOUN |           |
| ESFERA                        | SUBSTANTIVO | NOUN |           |
| ESGRIMA                       | SUBSTANTIVO | NOUN |           |
| ESMALTE                       | SUBSTANTIVO | NOUN |           |
| ESPADA                        | SUBSTANTIVO | NOUN |           |
| ESPAGUETE                     | SUBSTANTIVO | NOUN |           |
| ESPANHA                       | SUBSTANTIVO | NOUN |           |
| ESPÁTULA                      | SUBSTANTIVO | NOUN |           |
| ESPELHO                       | SUBSTANTIVO | NOUN |           |
| ESPERANÇA                     | SUBSTANTIVO | NOUN |           |
| ESPERMA                       | SUBSTANTIVO | NOUN |           |
| ESPETINHO                     | SUBSTANTIVO | NOUN |           |
| ESPIÃO                        | SUBSTANTIVO | NOUN |           |
| ESPINGARDA                    | SUBSTANTIVO | NOUN |           |
| ESPINHA                       | SUBSTANTIVO | NOUN |           |
| ESPINHA DORSAL                | SUBSTANTIVO | NOUN |           |
| ESPINHO                       | SUBSTANTIVO | NOUN |           |
| ESPIRAL                       | SUBSTANTIVO | NOUN |           |
| ESPIRITISMO                   | SUBSTANTIVO | NOUN |           |
| ESPÍRITO                      | SUBSTANTIVO | NOUN |           |
| ESPÍRITO SANTO                | SUBSTANTIVO | NOUN |           |
| ESPÍRITO SANTO(ES)            | SUBSTANTIVO | NOUN |           |
| ESPONJA                       | SUBSTANTIVO | NOUN |           |
| ESPORTE                       | SUBSTANTIVO | NOUN |           |
| ESPOSA                        | SUBSTANTIVO | NOUN |           |
| ESPREGUIÇADEIRA               | SUBSTANTIVO | NOUN |           |
| ESPUMA                        | SUBSTANTIVO | NOUN |           |
| ESQUELETO                     | SUBSTANTIVO | NOUN |           |
| ESQUERDA                      | SUBSTANTIVO | NOUN |           |
| ESQUILO                       | SUBSTANTIVO | NOUN |           |
| ESQUINA                       | SUBSTANTIVO | NOUN |           |
| ESTABELECIMENTO               | SUBSTANTIVO | NOUN |           |
| ESTACA                        | SUBSTANTIVO | NOUN |           |
| ESTACIONAMENTO                | SUBSTANTIVO | NOUN |           |
| ESTADO                        | SUBSTANTIVO | NOUN |           |
| ESTADOS UNIDOS                | SUBSTANTIVO | NOUN |           |
| ESTÁGIO                       | SUBSTANTIVO | NOUN |           |
| ESTANTE                       | SUBSTANTIVO | NOUN |           |
| ESTÁTUA                       | SUBSTANTIVO | NOUN |           |
| ESTATUTO                      | SUBSTANTIVO | NOUN |           |
| ESTETOSCÓPIO                  | SUBSTANTIVO | NOUN |           |
| ESTILETE                      | SUBSTANTIVO | NOUN |           |
| ESTOJO                        | SUBSTANTIVO | NOUN |           |
| ESTÔMAGO                      | SUBSTANTIVO | NOUN |           |
| ESTÓRIA                       | SUBSTANTIVO | NOUN |           |
| ESTRADA                       | SUBSTANTIVO | NOUN |           |
| ESTRATÉGIA                    | SUBSTANTIVO | NOUN |           |
| ESTRELA                       | SUBSTANTIVO | NOUN |           |
| ESTRELA-DO-MAR                | SUBSTANTIVO | NOUN |           |
| ESTUDOS SOCIAIS               | SUBSTANTIVO | NOUN |           |
| ESTUPRO                       | SUBSTANTIVO | NOUN |           |
| ÉTICA1                        | SUBSTANTIVO | NOUN |           |
| ÉTICA2                        | SUBSTANTIVO | NOUN |           |
| ETIQUETA                      | SUBSTANTIVO | NOUN |           |
| EUROPA                        | SUBSTANTIVO | NOUN |           |
| EVANGELHO                     | SUBSTANTIVO | NOUN |           |
